segment,trial,r2,abs_bias_gt63,bias_gt63,pr_auc_troncon,pr_auc_tour,mae_gt63,mae_global,is_pareto,hp_max_depth,hp_learning_rate,hp_n_estimators,hp_subsample,hp_colsample_bytree,hp_min_child_weight,hp_reg_lambda,hp_reg_alpha,hp_gamma
haut,26,0.4981794646802786,43.02789300716212,-43.02789300716212,0.3521915091911255,0.34583712119465376,44.38059494492988,4.783351044264893,False,4,0.12616921064193334,280,0.6416967253755836,0.6472580399741944,5,3.2100314882313534,0.7467135340384675,4.923283297699042
haut,27,0.5172746809988882,45.42840299880312,-45.42840299880312,0.3077779975845078,0.3110436847257,45.505566252095086,4.66351646558378,False,6,0.047460623034249805,196,0.7128317386248585,0.8158138682846061,3,3.691196460047459,0.010224798986401606,3.8188400648956495
haut,28,0.4990476132667767,43.510717234832626,-43.510717234832626,0.32579738030811045,0.3352656985589674,44.536261432161254,4.778608800695783,False,4,0.12900347742644658,102,0.7564139015570819,0.7029505377610235,8,2.8642527986643347,0.3729000266963324,4.5334442521175635
haut,29,0.5267397139181045,43.202333734016264,-43.202333734016264,0.35027544707403085,0.34791801037236203,43.7141826267204,4.697974507069022,True,5,0.07731957495314057,349,0.6339251403553697,0.6319605486005216,2,3.436096416502431,0.8245292407460466,3.366293559629718
haut,30,0.49206545942680757,41.52318459696347,-41.52318459696347,0.30931493792732445,0.3128891122666311,41.83466368553139,4.962407388916336,False,5,0.15942126899384207,390,0.6280335967681159,0.6442939612669784,2,2.5935997856962096,0.9944987077864522,3.2975330974902004
haut,31,0.5123002128282709,43.98353241633984,-43.98353241633984,0.3275537746319271,0.3216076854608607,44.32941778542534,4.757944673009516,False,5,0.09369359474871598,350,0.630254809675339,0.6314951569283219,2,3.4019801753626044,1.0022046499837605,3.191705819891544
haut,32,0.5201499168656625,42.96487514626595,-42.96487514626595,0.33205694616805315,0.33527606130222976,43.317766465294746,4.7127088389552645,True,5,0.08101527911035772,414,0.6345500378722708,0.6891198619385284,1,2.675800570507783,0.8412131407411099,2.7278229953800266
haut,33,0.4824556792363529,43.485581180357165,-43.485581180357165,0.2822732966570771,0.28981359756717356,44.69410597047498,4.917100333501972,False,5,0.19831527664387988,407,0.6311631983195254,0.6927769485211738,1,2.922287095621834,0.8088725084573453,2.778711436697084
haut,34,0.4866803409190852,42.59400126636028,-42.59400126636028,0.31478514746556113,0.32492604226923605,43.041355761501094,4.992071819167896,False,6,0.16189601579487495,413,0.6351348134950381,0.6641526071237615,2,2.473563509629264,1.1083987189752014,2.3511449686323362
haut,35,0.473831888379622,39.84684914285617,-39.84684914285617,0.35058697858923354,0.35492019006314557,41.465634853344774,5.06623394437571,True,5,0.2557613932623109,341,0.6718587424363965,0.743587401966906,1,2.5814764803341026,0.911366956977784,3.3900100781001274
haut,36,0.49659808332830746,44.80738903548448,-44.80738903548448,0.33122799481341286,0.3468719641615724,45.29543970549299,4.84589142086998,False,3,0.05354262784940444,334,0.6691531078441395,0.7369148239377346,1,2.2629405809871095,1.270608426333811,3.4911882128323484
haut,37,0.5164826885699121,45.61208318505556,-45.61208318505556,0.290876648123576,0.2990758848591571,46.03507719573475,4.633149960264092,False,9,0.017971359636599762,597,0.9922237617275281,0.7500472480250168,9,1.6169044194379576,1.0842877115867038,0.12948108124788904
haut,38,0.5202028890803344,43.884242211041915,-43.884242211041915,0.31643934875268254,0.3276166886369551,44.672450218854415,4.706017107618889,False,5,0.03489357668567076,360,0.6988986907717967,0.6703593421903656,2,0.5363694715612546,1.3502354749208585,3.2750571523061964
haut,39,0.4710560135400226,48.3537721057092,-48.3537721057092,0.30691832821354,0.30882500055479223,48.36442138687257,4.90063646143185,False,4,0.011368100547117886,385,0.8624085647023817,0.6558809334610144,3,4.068653475578174,0.9638929905832383,2.2134076754114425
haut,40,0.5186106735437865,44.02446767735866,-44.02446767735866,0.33198620815786584,0.3405409933912057,44.66314068446236,4.718067970157463,False,5,0.02236382480188092,483,0.6519761148535271,0.622548609507113,1,0.007250058963767625,0.6647641182157896,2.931495958127438
haut,41,0.45132853769072345,40.59303784851105,-40.59303784851105,0.2834192007679261,0.2834657811955251,42.9391194899236,5.170509183655904,False,5,0.23650460646012142,425,0.6229978943082943,0.692533028509784,1,2.44883927025717,0.818795160239987,2.5852317272519736
